Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Filename,Variant ID,Internal ID,Unique Entry ID,Purchasable,Achieved,Timestamp
long bathtub,Light blue,,,,False,False,False,,7800,1950,Light blue,White,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,bathroom,None,None,None,True,Bathtub,False,Does not play music,No lighting,FtrBathtub_Remake_4_0,4_0,4080,B5qb4SJHTHfmeF5fw,True,False,2020-08-13
long bathtub,Green,,,,False,False,False,,7800,1950,Green,White,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,bathroom,None,None,None,True,Bathtub,False,Does not play music,No lighting,FtrBathtub_Remake_5_0,5_0,4080,L5Z6osYQ3nBaLQaT4,True,False,2020-08-13
long bathtub,Two-toned tile,,,,False,False,False,,7800,1950,Light blue,White,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,bathroom,None,None,None,True,Bathtub,False,Does not play music,No lighting,FtrBathtub_Remake_6_0,6_0,4080,rjZJQ38S8enekwzDu,True,False,2020-08-13
loom,,,Checkered,Knitting,False,False,True,5,13000,3250,Brown,Red,2x2,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,None,None,None,True,Japanese Style,False,Does not play music,No lighting,FtrLoom_Remake_0_0,0_0,7681,y3D4YvZaqKFbmucLS,True,False,2020-08-13
loom,,,Goldfish,Knitting,False,False,True,5,13000,3250,Brown,Light blue,2x2,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,None,None,None,True,Japanese Style,False,Does not play music,No lighting,FtrLoom_Remake_0_1,0_1,7681,GqQdH3PTF9YsJaQhB,True,False,2020-08-13
loom,,,Camellia,Knitting,False,False,True,5,13000,3250,Brown,Red,2x2,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,None,None,None,True,Japanese Style,False,Does not play music,No lighting,FtrLoom_Remake_0_2,0_2,7681,5aMzGZTa85sgkPQMX,True,False,2020-08-13
loom,,,Chain print,Knitting,False,False,True,5,13000,3250,Brown,Blue,2x2,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,None,None,None,True,Japanese Style,False,Does not play music,No lighting,FtrLoom_Remake_0_3,0_3,7681,95Z47SedPvynyqc79,True,False,2020-08-13
low screen,Light brown,,Plain,Screen,False,False,True,1,870,217,Beige,White,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_0_0,0_0,1029,GdddgngycnMu3krY3,True,False,2020-08-13
low screen,Light brown,,Spring,Screen,False,False,True,1,870,217,Beige,Red,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_0_1,0_1,1029,sZ7p5GkxXZ5GYyiNe,True,False,2020-08-13
low screen,Light brown,,Summer,Screen,False,False,True,1,870,217,Beige,Blue,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_0_2,0_2,1029,YndT2v92edTr4EY3w,True,False,2020-08-13
low screen,Light brown,,Fall,Screen,False,False,True,1,870,217,Beige,Orange,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_0_3,0_3,1029,hGMk2vQcirmh2yAGA,True,False,2020-08-13
low screen,Light brown,,Winter,Screen,False,False,True,1,870,217,Beige,Gray,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_0_4,0_4,1029,Gwu8QexAnW75SBRZM,True,False,2020-08-13
low screen,Dark brown,,Plain,Screen,False,False,True,1,870,217,Brown,White,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_1_0,1_0,1029,YQ6Y6zqoy45P2QGwT,True,False,2020-08-13
low screen,Dark brown,,Spring,Screen,False,False,True,1,870,217,Brown,Red,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_1_1,1_1,1029,fLJYqaAbALE8BqQuP,True,False,2020-08-13
low screen,Dark brown,,Summer,Screen,False,False,True,1,870,217,Brown,Blue,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_1_2,1_2,1029,GLLCEYme77NGnbXqT,True,False,2020-08-13
low screen,Dark brown,,Fall,Screen,False,False,True,1,870,217,Brown,Orange,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_1_3,1_3,1029,wpEEt3ujb8QdDJqYZ,True,False,2020-08-13
low screen,Dark brown,,Winter,Screen,False,False,True,1,870,217,Brown,Gray,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_1_4,1_4,1029,f92P5xqCxtqLGPFec,True,False,2020-08-13
low screen,Brown,,Plain,Screen,False,False,True,1,870,217,Orange,White,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_2_0,2_0,1029,L9tJ8ugaXEArEZZig,True,False,2020-08-13
low screen,Brown,,Spring,Screen,False,False,True,1,870,217,Orange,Red,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_2_1,2_1,1029,RnnvaGqwmfP2DRdyE,True,False,2020-08-13
low screen,Brown,,Summer,Screen,False,False,True,1,870,217,Orange,Blue,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_2_2,2_2,1029,RHy8yQ4JYK8aqKEwm,True,False,2020-08-13
low screen,Brown,,Fall,Screen,False,False,True,1,870,217,Orange,Orange,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_2_3,2_3,1029,HWJQTa97uj2iWBqnt,True,False,2020-08-13
low screen,Brown,,Winter,Screen,False,False,True,1,870,217,Orange,Gray,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_2_4,2_4,1029,NYQ3u5MCEAXBsqQ8o,True,False,2020-08-13
lunar lander,,,,,True,False,False,,,16250,Gray,Yellow,2x2,,Crafting,,1.0.0,space,None,None,None,False,Space,True,Does not play music,No lighting,FtrModule,,1440,CZT8FPWE7yb2jArFy,False,False,2020-08-13
lunar rover,,,,,True,False,False,,,12580,Gray,Orange,2x2,,Crafting,,1.0.0,space,None,None,None,False,Space,True,Does not play music,No lighting,FtrMoonrover,,1442,yHfaNTNuyaDor4kWE,False,False,2020-08-13
Mama bear,Cream,,None,Shirt,False,False,True,1,2300,575,Pink,Beige,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_0_0,0_0,1500,9vctgTQ8hR8NAW7eY,True,False,2020-08-13
Mama bear,Cream,,Red stripes,Shirt,False,False,True,1,2300,575,Pink,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_0_1,0_1,1500,an5eGHGb9SPtvHcv8,True,False,2020-08-13
Mama bear,Cream,,Blue stripes,Shirt,False,False,True,1,2300,575,Pink,Blue,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_0_2,0_2,1500,aeRMSHRaKqiuAgwSP,True,False,2020-08-13
Mama bear,Cream,,Yellow stripes,Shirt,False,False,True,1,2300,575,Pink,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_0_3,0_3,1500,46EWow8Lu5kkAoMNF,True,False,2020-08-13
Mama bear,Caramel mocha,,None,Shirt,False,False,True,1,2300,575,Beige,Beige,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_1_0,1_0,1500,fiTtrJmvCbXWgAjZi,True,False,2020-08-13
Mama bear,Caramel mocha,,Red stripes,Shirt,False,False,True,1,2300,575,Beige,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_1_1,1_1,1500,aBDBJ87pxjYnC3Hxt,True,False,2020-08-13
Mama bear,Caramel mocha,,Blue stripes,Shirt,False,False,True,1,2300,575,Beige,Blue,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_1_2,1_2,1500,EcBCAxJy7hreYrxCf,True,False,2020-08-13
Mama bear,Caramel mocha,,Yellow stripes,Shirt,False,False,True,1,2300,575,Beige,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_1_3,1_3,1500,5sGLoneypSYLSFvmF,True,False,2020-08-13
Mama bear,Choco,,None,Shirt,False,False,True,1,2300,575,Brown,Brown,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_2_0,2_0,1500,sAHp3mdsQNBr6dFQc,True,False,2020-08-13
Mama bear,Choco,,Red stripes,Shirt,False,False,True,1,2300,575,Brown,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_2_1,2_1,1500,SuvHqJo69uRSMjysi,True,False,2020-08-13
Mama bear,Choco,,Blue stripes,Shirt,False,False,True,1,2300,575,Brown,Blue,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_2_2,2_2,1500,7kC3LAYNtRPGetXer,True,False,2020-08-13
Mama bear,Choco,,Yellow stripes,Shirt,False,False,True,1,2300,575,Brown,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_2_3,2_3,1500,hKAKqsecmEToav7Sg,True,False,2020-08-13
Mama bear,Floral,,None,Shirt,False,False,True,1,2300,575,White,Pink,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_3_0,3_0,1500,85uduk44EWYc5PaM6,True,False,2020-08-13
Mama bear,Floral,,Red stripes,Shirt,False,False,True,1,2300,575,White,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_3_1,3_1,1500,vXQhgeXwCPnBgqF9p,True,False,2020-08-13
Mama bear,Floral,,Blue stripes,Shirt,False,False,True,1,2300,575,White,Blue,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_3_2,3_2,1500,cPAud68JMYv6wyKJ4,True,False,2020-08-13
Mama bear,Floral,,Yellow stripes,Shirt,False,False,True,1,2300,575,White,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_3_3,3_3,1500,ECFK9SPzPqJYnQ95A,True,False,2020-08-13
Mama bear,Checkered,,None,Shirt,False,False,True,1,2300,575,Gray,White,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_4_0,4_0,1500,CqkhDFNTSxzcENWJC,True,False,2020-08-13
Mama bear,Checkered,,Red stripes,Shirt,False,False,True,1,2300,575,Gray,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_4_1,4_1,1500,9zMuhe8JKZBrfb3su,True,False,2020-08-13
Mama bear,Checkered,,Blue stripes,Shirt,False,False,True,1,2300,575,Gray,Blue,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_4_2,4_2,1500,EZTJGq95kRKLgEwvA,True,False,2020-08-13
Mama bear,Checkered,,Yellow stripes,Shirt,False,False,True,1,2300,575,Gray,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_4_3,4_3,1500,uCjdHLGfv5F94edsD,True,False,2020-08-13
Mama bear,Tweed,,None,Shirt,False,False,True,1,2300,575,Gray,Gray,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_5_0,5_0,1500,PuXd4tRQNRSpiLkTa,True,False,2020-08-13
Mama bear,Tweed,,Red stripes,Shirt,False,False,True,1,2300,575,Gray,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_5_1,5_1,1500,3XQYi2MrZcapT9XMe,True,False,2020-08-13
Mama bear,Tweed,,Blue stripes,Shirt,False,False,True,1,2300,575,Gray,Blue,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_5_2,5_2,1500,aQFHBPmCBEyTtcmZe,True,False,2020-08-13
Mama bear,Tweed,,Yellow stripes,Shirt,False,False,True,1,2300,575,Gray,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_5_3,5_3,1500,gimiNLaKzgWhoBoHo,True,False,2020-08-13
Mama panda,,,,,False,False,False,,3500,875,Black,White,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,panda,False,Animal,False,Does not play music,No lighting,FtrPandaM,,9699,YBwCfHZkmrAaMyNBj,True,False,2020-08-13
manhole cover,Silver,Cover design,,,True,True,False,3,,2250,Black,Black,1x1,,Crafting,,1.0.0,garden,None,None,None,True,Vehicle,True,Does not play music,No lighting,FtrManhole_Remake_0_0,0_0,144,BNf6CCMc2wbnKedp5,False,False,2020-08-13
manhole cover,Bronze,Cover design,,,True,True,False,3,,2250,Brown,Brown,1x1,,Crafting,,1.0.0,garden,None,None,None,True,Vehicle,True,Does not play music,No lighting,FtrManhole_Remake_1_0,1_0,144,xxkEsQ2AYYXAjhqR9,False,False,2020-08-13
manhole cover,Mountain,Cover design,,,True,True,False,3,,2250,Green,Orange,1x1,,Crafting,,1.0.0,garden,None,None,None,True,Vehicle,True,Does not play music,No lighting,FtrManhole_Remake_2_0,2_0,144,7G4hdunLfhGYT3yZK,False,False,2020-08-13
manhole cover,Boat,Cover design,,,True,True,False,3,,2250,Yellow,Light blue,1x1,,Crafting,,1.0.0,garden,None,None,None,True,Vehicle,True,Does not play music,No lighting,FtrManhole_Remake_3_0,3_0,144,zanYBmHku29ksAdKb,False,False,2020-08-13
manhole cover,Castle,Cover design,,,True,True,False,3,,2250,White,Pink,1x1,,Crafting,,1.0.0,garden,None,None,None,True,Vehicle,True,Does not play music,No lighting,FtrManhole_Remake_4_0,4_0,144,r8siLR6oMNZPyjQjD,False,False,2020-08-13
maple-leaf pond stone,,,,,True,False,False,,,2700,Brown,Orange,2x1,,Crafting,,1.0.0,zen-style,garden,tree's bounty or leaves,None,False,Japanese Style,True,Does not play music,No lighting,FtrStonewaterbowlAutumun,,7408,2FGMfr2BKcY7mnHqA,False,False,2020-08-13
marimba,,,,,False,False,False,,4300,1075,Brown,Black,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,music,school,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrMarimba,,4121,SzF6bFn3g3Twkvxcm,True,False,2020-08-13
Market Place decoration,,,,,False,False,False,,3200,800,Green,Yellow,2x1,,Nook Shopping Promotion,Link Nintendo Account to Pocket Camp; then redeem a 16-digit code on your Nintendo Switch,1.1.0,facility,garden,None,None,False,Compass,False,Does not play music,No lighting,FtrCompassPole,,12368,WzTQCv8QjsCxfwbpb,False,False,2020-08-13
medium cardboard boxes,,,,,True,False,False,,,240,None,None,2x1,,Crafting,,1.0.0,garage,None,cardboard,None,False,Supplies,False,Does not play music,No lighting,FtrMovingboxM,,3411,eN3vqv37rnf88uiv5,False,False,2020-08-13
menu chalkboard,Natural,,,,False,False,False,,1800,450,Orange,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,None,None,None,False,Shop,True,Does not play music,No lighting,FtrMenuboard_Remake_0_0,0_0,1866,hZsxBiQ6uaGiL6nDr,True,False,2020-08-13
menu chalkboard,Dark brown,,,,False,False,False,,1800,450,Brown,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,None,None,None,False,Shop,True,Does not play music,No lighting,FtrMenuboard_Remake_1_0,1_0,1866,9fhe3AGZWHmHBafLX,True,False,2020-08-13
menu chalkboard,White,,,,False,False,False,,1800,450,White,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,None,None,None,False,Shop,True,Does not play music,No lighting,FtrMenuboard_Remake_2_0,2_0,1866,RZAMJiQT4uQ2y7gTE,True,False,2020-08-13
menu chalkboard,Blue,,,,False,False,False,,1800,450,Light blue,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,None,None,None,False,Shop,True,Does not play music,No lighting,FtrMenuboard_Remake_3_0,3_0,1866,45LCxYQEK6j988AR8,True,False,2020-08-13
menu chalkboard,Red,,,,False,False,False,,1800,450,Red,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,None,None,None,False,Shop,True,Does not play music,No lighting,FtrMenuboard_Remake_4_0,4_0,1866,vuknAcmcvWrxQsiYd,True,False,2020-08-13
mic stand,,,,,False,False,False,,1000,250,Gray,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,music,party,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrMikeStand,,9503,7TwBRkuerxTkoHQAf,True,False,2020-08-13
mini DIY workbench,Natural,Paint color,,,True,True,False,4,,2580,Beige,White,1x1,,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,False,Does not play music,No lighting,FtrWorkbenchS_Remake_0_0,0_0,3122,jGazK6f7jbFxGXTXB,False,False,2020-08-13
mini DIY workbench,Brown,Paint color,,,True,True,False,4,,2580,Orange,White,1x1,,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,False,Does not play music,No lighting,FtrWorkbenchS_Remake_1_0,1_0,3122,DEqvZYgF3AgSrHj4j,False,False,2020-08-13
mini DIY workbench,Ash brown,Paint color,,,True,True,False,4,,2580,Brown,White,1x1,,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,False,Does not play music,No lighting,FtrWorkbenchS_Remake_2_0,2_0,3122,ppwPAvtvaauBQ8Pcx,False,False,2020-08-13
mini DIY workbench,Gray,Paint color,,,True,True,False,4,,2580,Gray,White,1x1,,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,False,Does not play music,No lighting,FtrWorkbenchS_Remake_3_0,3_0,3122,4zzpDFWehtzhkGQtj,False,False,2020-08-13
mini DIY workbench,Yellow,Paint color,,,True,True,False,4,,2580,Yellow,White,1x1,,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,False,Does not play music,No lighting,FtrWorkbenchS_Remake_4_0,4_0,3122,FMn6YkLZSKmHZ9zin,False,False,2020-08-13
mini DIY workbench,Green,Paint color,,,True,True,False,4,,2580,Green,White,1x1,,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,False,Does not play music,No lighting,FtrWorkbenchS_Remake_5_0,5_0,3122,9Xq2i9QgX2QGG2dY6,False,False,2020-08-13
mini DIY workbench,Blue,Paint color,,,True,True,False,4,,2580,Blue,White,1x1,,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,False,Does not play music,No lighting,FtrWorkbenchS_Remake_6_0,6_0,3122,CEWkPXzmjKQJzujm2,False,False,2020-08-13
mini DIY workbench,Pink,Paint color,,,True,True,False,4,,2580,Pink,White,1x1,,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,False,Does not play music,No lighting,FtrWorkbenchS_Remake_7_0,7_0,3122,QMkbq6NeFTcdKrFJR,False,False,2020-08-13
mini fridge,White,,,,False,False,False,,1300,325,White,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,None,None,None,Wardrobe,Home Appliances,False,Does not play music,No lighting,FtrRefrigeratorMini_Remake_0_0,0_0,9766,iPfhRrr6WimH7Mfc9,True,False,2020-08-13
mini fridge,Red,,,,False,False,False,,1300,325,Red,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,None,None,None,Wardrobe,Home Appliances,False,Does not play music,No lighting,FtrRefrigeratorMini_Remake_1_0,1_0,9766,hsxB5XdAPbvjWuW6b,True,False,2020-08-13
mini fridge,Pink,,,,False,False,False,,1300,325,Pink,Pink,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,None,None,None,Wardrobe,Home Appliances,False,Does not play music,No lighting,FtrRefrigeratorMini_Remake_2_0,2_0,9766,3f7y8cQng8af3zzmH,True,False,2020-08-13
mini fridge,Yellow,,,,False,False,False,,1300,325,Yellow,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,None,None,None,Wardrobe,Home Appliances,False,Does not play music,No lighting,FtrRefrigeratorMini_Remake_3_0,3_0,9766,FR7reZdhtjJhCuzjD,True,False,2020-08-13
mini fridge,Blue,,,,False,False,False,,1300,325,Blue,Blue,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,None,None,None,Wardrobe,Home Appliances,False,Does not play music,No lighting,FtrRefrigeratorMini_Remake_4_0,4_0,9766,QpDqj8ZKeRecWyJJh,True,False,2020-08-13
mini fridge,Wood grain,,,,False,False,False,,1300,325,Brown,Brown,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,None,None,None,Wardrobe,Home Appliances,False,Does not play music,No lighting,FtrRefrigeratorMini_Remake_5_0,5_0,9766,HbZMrsAZs6qt9goiv,True,False,2020-08-13
mini fridge,Black,,,,False,False,False,,1300,325,Black,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,None,None,None,Wardrobe,Home Appliances,False,Does not play music,No lighting,FtrRefrigeratorMini_Remake_6_0,6_0,9766,KDAGHJasWscZKwYcA,True,False,2020-08-13
mini fridge,Gray,,,,False,False,False,,1300,325,Gray,Gray,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,None,None,None,Wardrobe,Home Appliances,False,Does not play music,No lighting,FtrRefrigeratorMini_Remake_7_0,7_0,9766,ATghPJtD8Rdmvn6FH,True,False,2020-08-13
moai statue,,,,,False,False,False,,,1900,Gray,Gray,2x2,,Gulliver,,1.0.0,folk art,None,None,None,False,Folk Craft Decor,True,Does not play music,No lighting,FtrMoai,,698,KLBjjXkbp2RmenBpC,False,False,2020-08-13
modern office chair,Blue,,,,False,False,False,,2200,550,Blue,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,office,None,None,office,True,Chair,False,Does not play music,No lighting,FtrOfficeChair_Remake_0_0,0_0,832,ntQZ3HTaejpMcBjTu,True,False,2020-08-13
modern office chair,Green,,,,False,False,False,,2200,550,Green,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,office,None,None,office,True,Chair,False,Does not play music,No lighting,FtrOfficeChair_Remake_1_0,1_0,832,P4dwjbRarcEpAqwC3,True,False,2020-08-13
modern office chair,Yellow,,,,False,False,False,,2200,550,Yellow,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,office,None,None,office,True,Chair,False,Does not play music,No lighting,FtrOfficeChair_Remake_2_0,2_0,832,weufqeuGfXyock3sT,True,False,2020-08-13
